"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Code Style Rules","Design Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Security Rules"
"L4849","m_descriptorImageMap","org.eclipse.wb.swt.ResourceManager.m_descriptorImageMap;Ljava/util/Map;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","51","2","51","106","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4880","m_decoratedImageMap","org.eclipse.wb.swt.ResourceManager.m_decoratedImageMap;[Ljava/util/Map;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","100","2","101","96","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4933","m_URLImageMap","org.eclipse.wb.swt.ResourceManager.m_URLImageMap;Ljava/util/Map;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","211","2","211","81","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4952","m_designTimePluginResourceProvider","org.eclipse.wb.swt.ResourceManager.m_designTimePluginResourceProvider;Lorg/eclipse/wb/swt/ResourceManager$PluginResourceProvider;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","221","2","221","82","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5034","m_colorMap","org.eclipse.wb.swt.SWTResourceManager.m_colorMap;Ljava/util/Map;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","49","2","49","72","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5051","m_imageMap","org.eclipse.wb.swt.SWTResourceManager.m_imageMap;Ljava/util/Map;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","108","2","108","78","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5081","MISSING_IMAGE_SIZE","org.eclipse.wb.swt.SWTResourceManager.MISSING_IMAGE_SIZE;I","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","171","2","171","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4913","TOP_LEFT","org.eclipse.wb.swt.SWTResourceManager.TOP_LEFT;I","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","188","2","188","39","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4915","TOP_RIGHT","org.eclipse.wb.swt.SWTResourceManager.TOP_RIGHT;I","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","192","2","192","40","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4917","BOTTOM_LEFT","org.eclipse.wb.swt.SWTResourceManager.BOTTOM_LEFT;I","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","196","2","196","42","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4894","BOTTOM_RIGHT","org.eclipse.wb.swt.SWTResourceManager.BOTTOM_RIGHT;I","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","200","2","200","43","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4886","LAST_CORNER_KEY","org.eclipse.wb.swt.SWTResourceManager.LAST_CORNER_KEY;I","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","204","2","204","49","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5089","m_decoratedImageMap","org.eclipse.wb.swt.SWTResourceManager.m_decoratedImageMap;[Ljava/util/Map;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","208","2","209","96","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5103","m_fontMap","org.eclipse.wb.swt.SWTResourceManager.m_fontMap;Ljava/util/Map;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","305","2","305","75","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5110","m_fontToBoldFontMap","org.eclipse.wb.swt.SWTResourceManager.m_fontToBoldFontMap;Ljava/util/Map;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","309","2","309","81","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5138","m_idToCursorMap","org.eclipse.wb.swt.SWTResourceManager.m_idToCursorMap;Ljava/util/Map;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","406","2","406","87","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L256","view","org.eclipse.sed.ifl.control.Control.view;Lorg/eclipse/sed/ifl/view/IView;","L238","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\Control.java","9","2","9","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L597","serialVersionUID","org.eclipse.sed.ifl.control.ModelNotSetException.serialVersionUID;J","L267","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ModelNotSetException.java","4","2","4","67","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1721","model","org.eclipse.sed.ifl.control.ViewlessControl.model;Lorg/eclipse/sed/ifl/model/IModel;","L240","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ViewlessControl.java","14","2","14","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1723","subControls","org.eclipse.sed.ifl.control.ViewlessControl.subControls;Ljava/util/ArrayList;","L240","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ViewlessControl.java","20","2","20","88","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1742","serialVersionUID","org.eclipse.sed.ifl.control.ViewNotSetException.serialVersionUID;J","L1740","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ViewNotSetException.java","4","2","4","69","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1758","highLightRequested","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.highLightRequested;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","33","2","33","125","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1772","options","org.eclipse.sed.ifl.core.BasicIflMethodScoreHandler.options;Ljava/util/List;","L1164","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\core\BasicIflMethodScoreHandler.java","54","2","64","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1920","PLUGIN_ID","org.eclipse.sed.ifl.ide.Activator.PLUGIN_ID;Ljava/lang/String;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","21","2","21","63","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1921","plugin","org.eclipse.sed.ifl.ide.Activator.plugin;Lorg/eclipse/sed/ifl/ide/Activator;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","23","2","23","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1930","session","org.eclipse.sed.ifl.ide.Activator.session;Lorg/eclipse/sed/ifl/control/session/SessionControl;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","53","2","53","33","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1942","sessionFinishedListener","org.eclipse.sed.ifl.ide.Activator.sessionFinishedListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","55","2","55","56","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1934","logOnlyMode","org.eclipse.sed.ifl.ide.Activator.logOnlyMode;Lorg/eclipse/sed/ifl/control/monitor/LogOnlyModeControl;","L1917","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\Activator.java","83","2","83","41","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4488","dialog","org.eclipse.sed.ifl.view.ContextBasedOptionCreatorView.dialog;Lorg/eclipse/sed/ifl/ide/gui/dialogs/ContextBasedOptionCreatorDialog;","L298","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ContextBasedOptionCreatorView.java","14","2","14","126","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4507","customOptionDialog","org.eclipse.sed.ifl.view.ContextBasedOptionCreatorView.customOptionDialog;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L298","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ContextBasedOptionCreatorView.java","44","2","44","106","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4495","customOptionDialogListener","org.eclipse.sed.ifl.view.ContextBasedOptionCreatorView.customOptionDialogListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L298","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ContextBasedOptionCreatorView.java","50","2","50","85","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4509","refreshUi","org.eclipse.sed.ifl.view.ContextBasedOptionCreatorView.refreshUi;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L298","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ContextBasedOptionCreatorView.java","52","2","52","97","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4498","refreshUiListener","org.eclipse.sed.ifl.view.ContextBasedOptionCreatorView.refreshUiListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L298","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ContextBasedOptionCreatorView.java","58","2","58","67","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4511","filterPart","org.eclipse.sed.ifl.view.FilterView.filterPart;Lorg/eclipse/sed/ifl/ide/gui/FilterPart;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","22","2","22","32","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4514","filterParam","org.eclipse.sed.ifl.view.FilterView.filterParam;Lorg/eclipse/sed/ifl/util/wrapper/FilterParams;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","23","2","23","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4517","setScoreNeeded","org.eclipse.sed.ifl.view.FilterView.setScoreNeeded;Ljava/lang/Boolean;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","24","2","24","41","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4569","lowerScoreLimitChanged","org.eclipse.sed.ifl.view.FilterView.lowerScoreLimitChanged;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","148","2","148","109","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4524","lowerScoreLimitChangedListener","org.eclipse.sed.ifl.view.FilterView.lowerScoreLimitChangedListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","154","2","154","92","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4571","lowerScoreLimitEnabled","org.eclipse.sed.ifl.view.FilterView.lowerScoreLimitEnabled;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","156","2","156","110","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4527","lowerScoreLimitEnabledListener","org.eclipse.sed.ifl.view.FilterView.lowerScoreLimitEnabledListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","162","2","162","93","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4573","contextSizeLimitEnabled","org.eclipse.sed.ifl.view.FilterView.contextSizeLimitEnabled;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","164","2","164","111","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4530","contextSizeLimitEnabledListener","org.eclipse.sed.ifl.view.FilterView.contextSizeLimitEnabledListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","170","2","170","95","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4575","contextSizeLimitChanged","org.eclipse.sed.ifl.view.FilterView.contextSizeLimitChanged;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","172","2","172","111","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4533","contextSizeLimitChangedListener","org.eclipse.sed.ifl.view.FilterView.contextSizeLimitChangedListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","178","2","178","95","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4577","contextSizeRelationChanged","org.eclipse.sed.ifl.view.FilterView.contextSizeRelationChanged;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","180","2","180","113","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4536","contextSizeRelationChangedListener","org.eclipse.sed.ifl.view.FilterView.contextSizeRelationChangedListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","186","2","186","100","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4579","limitFilterRelationChanged","org.eclipse.sed.ifl.view.FilterView.limitFilterRelationChanged;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","188","2","188","113","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4542","limitFilterRelationChangedListener","org.eclipse.sed.ifl.view.FilterView.limitFilterRelationChangedListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","194","2","194","100","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4581","nameFilterChanged","org.eclipse.sed.ifl.view.FilterView.nameFilterChanged;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","196","2","196","104","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4539","nameFilterChangedListener","org.eclipse.sed.ifl.view.FilterView.nameFilterChangedListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","202","2","202","82","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4583","sortRequired","org.eclipse.sed.ifl.view.FilterView.sortRequired;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","204","2","204","103","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4545","sortListener","org.eclipse.sed.ifl.view.FilterView.sortListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L901","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\FilterView.java","210","2","210","68","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4586","ui","org.eclipse.sed.ifl.view.ScoreHistoryView.ui;Lorg/eclipse/sed/ifl/ide/gui/ScoreHistoryUI;","L1111","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreHistoryView.java","12","2","12","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4597","ui","org.eclipse.sed.ifl.view.ScoreListView.ui;Lorg/eclipse/sed/ifl/ide/gui/ScoreListUI;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","27","2","27","37","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4637","selectionChanged","org.eclipse.sed.ifl.view.ScoreListView.selectionChanged;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","78","2","78","121","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4628","selectionChangedListener","org.eclipse.sed.ifl.view.ScoreListView.selectionChangedListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","84","2","90","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4642","optionSelected","org.eclipse.sed.ifl.view.ScoreListView.optionSelected;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","92","2","92","108","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4613","optionSelectedListener","org.eclipse.sed.ifl.view.ScoreListView.optionSelectedListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","99","2","99","83","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4644","customOptionSelected","org.eclipse.sed.ifl.view.ScoreListView.customOptionSelected;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","101","2","101","125","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4616","customOptionSelectedListener","org.eclipse.sed.ifl.view.ScoreListView.customOptionSelectedListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","107","2","107","106","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4646","sortRequired","org.eclipse.sed.ifl.view.ScoreListView.sortRequired;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","109","2","109","103","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4619","sortListener","org.eclipse.sed.ifl.view.ScoreListView.sortListener;Lorg/eclipse/sed/ifl/util/event/IListener;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","115","2","115","68","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4648","navigateToRequired","org.eclipse.sed.ifl.view.ScoreListView.navigateToRequired;Lorg/eclipse/sed/ifl/util/event/core/NonGenericListenerCollection;","L1157","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\ScoreListView.java","117","2","117","117","0","0","0","0","0","0","0","0","0","0","0","0","0"
