"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Inheritance Metric Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L2287","ScoreSetter","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter","L2079","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","45","1","560","2","0.105581","4","13","9","0.162791","0.125333","84","47","4","3","3","46","11","5","9","14","37","0.105263","0.0432099","14","7","2","17","0.0359897","14","0","0","0","0","0","310","436","29","0","29","0","23","0","18","5","23","201","0","18","5","375","516","29","0","29","0","33","0","28","5","33","225","0","28","5","0","0","164","5","38","0","66","24","5","0","1","9","79","5","2","0","3","0","0","0","13"
"L2486","SelectedElementUI","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI","L2079","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","36","1","224","2","0.0539419","1","2","1","0.0582011","0.0597015","11","8","6","3","2","13","9","4","3","7","17","0.111111","0.0618557","6","5","1","8","0.0428571","6","0","0","0","0","0","91","127","9","1","9","1","10","0","8","1","10","49","0","8","1","134","189","9","1","9","1","20","0","18","1","20","61","0","18","1","0","0","84","0","13","0","17","4","3","0","0","6","62","2","0","0","1","0","0","0","2"
"L2793","FilterPart$15","org.eclipse.sed.ifl.ide.gui.FilterPart$15","L2557","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","660","41","701","3","0","0","0","0","0","0","0","0","1","1","1","11","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","37","42","0","0","0","0","1","0","1","0","1","30","0","1","0","37","42","0","0","0","0","1","0","1","0","1","30","0","1","0","0","0","6","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0"
"L2850","MainPart$ViewLabelProvider","org.eclipse.sed.ifl.ide.gui.MainPart$ViewLabelProvider","L2846","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\MainPart.java","41","2","56","3","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","14","16","0","3","0","3","3","0","3","0","3","3","0","3","0","14","16","0","3","0","3","3","0","3","0","3","3","0","3","0","0","0","9","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0"
"L3266","IFLPreferencePage$4","org.eclipse.sed.ifl.ide.preferences.IFLPreferencePage$4","L3202","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\preferences\IFLPreferencePage.java","198","82","207","3","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0.142857","1","0","0","2","0.142857","1","0","0","0","0","0","6","10","0","0","0","0","1","0","1","0","1","1","0","1","0","6","10","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3275","IFLPreferencePage$5","org.eclipse.sed.ifl.ide.preferences.IFLPreferencePage$5","L3202","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\preferences\IFLPreferencePage.java","209","62","216","3","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","8","0","0","0","0","1","0","1","0","1","1","0","1","0","6","8","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3278","IFLPreferencePage$6","org.eclipse.sed.ifl.ide.preferences.IFLPreferencePage$6","L3202","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\preferences\IFLPreferencePage.java","218","66","225","3","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","8","0","0","0","0","1","0","1","0","1","1","0","1","0","6","8","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3394","AbortEvent","org.eclipse.sed.ifl.model.monitor.event.AbortEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\AbortEvent.java","5","1","11","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","3","3","0","0","1","5","7","3","5","0","0","1","0","1","0","13","1","0","11","0","5","7","3","5","0","0","1","0","1","0","13","1","0","11","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3402","ConfirmEvent","org.eclipse.sed.ifl.model.monitor.event.ConfirmEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\ConfirmEvent.java","5","1","11","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","3","3","0","0","1","5","7","3","5","0","0","1","0","1","0","13","1","0","11","0","5","7","3","5","0","0","1","0","1","0","13","1","0","11","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3405","EclipseEvent","org.eclipse.sed.ifl.model.monitor.event.EclipseEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\EclipseEvent.java","5","1","19","2","0","0","0","0","0","0","0","0","1","0","0","3","3","0","0","5","8","0","0","0","0","0","4","0","0","2","2","0","0","1","11","15","3","5","0","0","3","0","3","0","14","3","0","12","0","11","15","3","5","0","0","3","0","3","0","14","3","0","12","0","0","0","9","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0"
"L623","Event","org.eclipse.sed.ifl.model.monitor.event.Event","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\Event.java","15","1","74","2","0","0","0","0","0","0","0","0","2","1","1","7","3","11","11","6","11","0","0.309091","17","16","0","5","0.309091","17","1","1","9","11","1","38","60","3","5","1","2","5","0","4","0","11","17","0","9","0","38","60","3","5","1","2","5","0","4","0","11","17","0","9","0","0","0","12","3","1","3","0","1","1","0","0","0","11","0","0","0","0","0","0","0","0"
"L769","ModeEvent","org.eclipse.sed.ifl.model.monitor.event.ModeEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\ModeEvent.java","5","1","18","2","0","0","0","0","0","0","0","0","0","0","0","1","4","1","3","4","5","0","0","0","0","0","2","0","0","2","2","0","0","1","8","11","3","5","0","0","1","0","1","0","12","1","0","10","0","11","14","6","5","3","0","1","3","1","0","12","1","3","10","0","0","0","14","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","6"
"L3473","NavigationEvent","org.eclipse.sed.ifl.model.monitor.event.NavigationEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\NavigationEvent.java","10","1","18","2","0","0","0","0","0","0","0","0","0","0","0","1","8","0","0","10","11","0","0","0","0","0","2","0","0","2","2","0","0","1","8","9","3","5","0","0","1","0","1","0","12","4","0","10","0","8","9","3","5","0","0","1","0","1","0","12","4","0","10","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L795","PartEvent","org.eclipse.sed.ifl.model.monitor.event.PartEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\PartEvent.java","12","1","43","2","0","0","0","0","0","0","0","0","1","2","2","6","6","1","7","7","11","0","0","0","0","0","2","0","0","2","2","0","0","1","27","32","3","5","0","0","4","0","1","0","15","16","0","10","0","27","32","3","5","0","0","4","0","1","0","15","16","0","10","0","0","0","11","0","2","1","0","1","0","0","0","0","11","0","0","0","0","0","0","0","0"
"L3270","PreferencePropertyChangedEvent","org.eclipse.sed.ifl.model.monitor.event.PreferencePropertyChangedEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\PreferencePropertyChangedEvent.java","5","1","14","2","0","0","0","0","0","0","0","0","0","0","0","1","3","1","1","5","6","0","0","0","0","0","2","0","0","2","2","0","0","1","9","10","3","5","0","0","1","0","1","0","12","1","0","10","0","9","10","3","5","0","0","1","0","1","0","12","1","0","10","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L454","ScoreModifiedEvent","org.eclipse.sed.ifl.model.monitor.event.ScoreModifiedEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\ScoreModifiedEvent.java","14","1","36","2","0","0","0","0","0","0","0","0","1","3","3","8","6","1","1","9","11","0","0","0","0","0","2","0","0","2","2","0","0","1","20","23","3","5","0","0","2","0","1","0","13","10","0","10","0","20","23","3","5","0","0","2","0","1","0","13","10","0","10","0","0","0","7","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0"
"L3539","SelectionChangedEvent","org.eclipse.sed.ifl.model.monitor.event.SelectionChangedEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\SelectionChangedEvent.java","9","1","18","2","0","0","0","0","0","0","0","0","0","1","1","2","4","0","0","4","5","0","0","0","0","0","2","0","0","2","2","0","0","1","8","10","3","5","0","0","1","0","1","0","12","3","0","10","0","8","10","3","5","0","0","1","0","1","0","12","3","0","10","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3542","SessionEvent","org.eclipse.sed.ifl.model.monitor.event.SessionEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\SessionEvent.java","7","1","22","2","0","0","0","0","0","0","0","0","1","0","0","3","4","1","2","6","9","0","0","0","0","0","3","0","0","2","2","0","0","1","12","16","3","5","0","0","3","0","2","0","14","4","0","11","0","12","16","3","5","0","0","3","0","2","0","14","4","0","11","0","0","0","9","0","1","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0"
"L3395","UserFeedbackEvent","org.eclipse.sed.ifl.model.monitor.event.UserFeedbackEvent","L3380","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\event\UserFeedbackEvent.java","11","1","22","2","0","0","0","0","0","0","0","0","0","1","1","2","9","2","2","12","13","0","0","0","0","0","2","0","0","2","2","2","2","1","10","12","3","5","0","0","1","0","1","0","12","5","0","10","0","10","12","3","5","0","0","1","0","1","0","12","5","0","10","0","0","0","6","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0"
"L3484","CodeElement","org.eclipse.sed.ifl.model.monitor.resource.CodeElement","L3607","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\resource\CodeElement.java","5","1","11","2","0","0","0","0","0","0","0","0","0","0","0","1","1","4","4","1","2","0","0","0","0","0","2","0","0","2","2","0","0","1","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3491","File","org.eclipse.sed.ifl.model.monitor.resource.File","L3607","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\resource\File.java","5","1","11","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","0","0","0","0","0","2","0","0","2","2","0","0","1","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","0","0","5","0","1","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3479","LineInfo","org.eclipse.sed.ifl.model.monitor.resource.LineInfo","L3607","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\resource\LineInfo.java","5","1","15","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","0","0","0","0","0","2","0","0","2","2","0","0","1","6","7","3","4","0","0","1","0","1","0","11","1","0","9","0","10","11","4","4","1","0","1","0","1","0","11","1","0","9","0","0","1","8","0","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","0"
"L3566","Option","org.eclipse.sed.ifl.model.monitor.resource.Option","L3607","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\resource\Option.java","5","1","11","2","0","0","0","0","0","0","0","0","0","0","0","1","3","1","1","5","6","0","0","0","0","0","2","0","0","2","2","0","0","1","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3498","Part","org.eclipse.sed.ifl.model.monitor.resource.Part","L3607","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\resource\Part.java","5","1","16","2","0","0","0","0","0","0","0","0","0","0","0","1","3","1","1","5","6","0","0","0","0","0","2","0","0","2","2","0","0","1","10","12","3","4","0","0","1","0","1","0","11","1","0","9","0","10","12","3","4","0","0","1","0","1","0","11","1","0","9","0","0","0","5","0","1","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3546","Project","org.eclipse.sed.ifl.model.monitor.resource.Project","L3607","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\resource\Project.java","5","1","11","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","0","0","0","0","0","2","0","0","2","2","0","0","1","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L3437","Resource","org.eclipse.sed.ifl.model.monitor.resource.Resource","L3607","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\resource\Resource.java","18","1","72","2","0","0","0","0","0","0","0","0","1","2","2","6","5","8","8","8","12","0","0.235294","12","0","0","4","0.235294","12","1","1","7","7","1","39","55","3","4","1","1","4","0","3","0","10","15","0","8","0","39","55","3","4","1","1","4","0","3","0","10","15","0","8","0","0","0","9","2","2","2","0","1","0","0","0","1","9","0","0","0","0","0","0","0","0"
"L3557","User","org.eclipse.sed.ifl.model.monitor.resource.User","L3607","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\monitor\resource\User.java","5","1","11","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","0","0","0","0","0","2","0","0","2","2","0","0","1","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","5","7","3","4","0","0","1","0","1","0","11","1","0","9","0","0","0","5","0","1","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L1097","Monument<TScore extends Defineable<Double>, TSubject extends IMethodDescription, TCause extends IUserFeedback>","org.eclipse.sed.ifl.model.score.history.Monument","L3654","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\score\history\Monument.java","10","1","57","2","0","0","0","0","0","0","0","0","0","3","1","11","4","5","4","1","9","0","0","0","0","0","8","0","0","0","0","0","0","0","43","48","6","7","6","7","8","0","7","0","8","18","0","7","0","43","48","6","7","6","7","8","0","7","0","8","18","0","7","0","0","0","21","0","9","0","0","3","0","0","0","6","19","0","0","0","0","0","0","0","2"
"L1108","ScoreHistoryModel","org.eclipse.sed.ifl.model.score.history.ScoreHistoryModel","L3654","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\score\history\ScoreHistoryModel.java","12","1","34","2","0","0","0","0","0","0","0","0","1","2","2","5","5","2","3","1","4","0","0","0","0","0","4","0","0","3","3","0","0","1","20","23","1","2","1","2","3","0","3","0","5","9","0","5","0","20","23","1","2","1","2","3","0","3","0","5","9","0","5","0","0","0","9","0","1","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0"
"L1389","ScoreListModel$ScoreChange","org.eclipse.sed.ifl.model.score.ScoreListModel$ScoreChange","L1154","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\score\ScoreListModel.java","36","2","52","3","0","0","0","0","0","0","0","0","0","0","0","3","1","2","1","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","15","17","2","2","2","2","3","0","3","0","3","5","0","3","0","15","17","2","2","2","2","3","0","3","0","3","5","0","3","0","0","0","9","0","2","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0"
"L3864","DefaultUser","org.eclipse.sed.ifl.model.user.identification.DefaultUser","L3859","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\user\identification\DefaultUser.java","3","1","15","2","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","10","13","0","2","0","2","2","0","2","0","2","2","0","2","0","10","13","0","2","0","2","2","0","2","0","2","2","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0"
"L422","ContextBasedOption","org.eclipse.sed.ifl.model.user.interaction.ContextBasedOption","L3872","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\user\interaction\ContextBasedOption.java","13","1","85","2","0","0","0","0","0","0","0","0","1","2","2","12","6","1","1","4","9","0","0.03125","2","0","0","4","0.03125","2","1","1","0","0","1","62","73","9","6","4","1","5","0","3","1","17","32","0","15","1","62","73","9","6","4","1","5","0","3","1","17","32","0","15","1","0","0","14","1","3","1","0","3","0","0","0","0","13","0","0","0","0","0","0","0","1"
"L295","ContextBasedOptionCreatorModel","org.eclipse.sed.ifl.model.user.interaction.ContextBasedOptionCreatorModel","L3872","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\user\interaction\ContextBasedOptionCreatorModel.java","5","1","7","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","3","3","0","0","1","2","3","0","0","0","0","0","0","0","0","2","0","0","2","0","2","3","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"L316","ContextBasedOptionLambdaSetter","org.eclipse.sed.ifl.model.user.interaction.ContextBasedOptionLambdaSetter","L3872","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\user\interaction\ContextBasedOptionLambdaSetter.java","10","1","50","2","0","0","0","0","0","0","0","0","1","4","3","9","3","1","1","6","9","0.333333","0.114286","4","1","1","2","0.114286","4","0","0","0","0","0","31","41","1","0","1","0","3","0","2","1","3","16","0","2","1","31","41","1","0","1","0","3","0","2","1","3","16","0","2","1","0","0","7","0","4","0","0","3","0","0","0","1","7","0","0","0","0","0","0","0","0"
"L191","Option","org.eclipse.sed.ifl.model.user.interaction.Option","L3872","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\user\interaction\Option.java","10","1","88","2","0.303318","2","14","2","0.202532","0.246154","16","16","2","2","2","19","5","10","6","0","12","0","0","0","0","0","13","0","0","0","0","1","1","0","65","79","5","5","5","5","12","0","12","0","12","32","0","12","0","65","79","5","5","5","5","12","0","12","0","12","32","0","12","0","0","0","40","0","7","0","12","6","1","0","0","1","27","0","0","0","0","0","0","0","0"
"L335","ScoreSetterModel","org.eclipse.sed.ifl.model.user.interaction.ScoreSetterModel","L3872","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\user\interaction\ScoreSetterModel.java","20","1","83","2","0","0","0","0","0","0","0","0","1","1","1","11","9","2","6","1","11","0","0","0","0","0","10","0","0","3","3","0","0","1","52","64","5","5","5","5","10","0","9","2","12","20","0","11","2","52","64","5","5","5","5","10","0","9","2","12","20","0","11","2","0","0","23","0","3","0","0","2","0","0","0","1","23","0","0","0","0","0","0","0","0"
"L435","UserFeedback","org.eclipse.sed.ifl.model.user.interaction.UserFeedback","L3872","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\model\user\interaction\UserFeedback.java","11","1","44","2","0","0","0","0","0","0","0","0","0","0","0","5","6","2","2","0","5","0","0","0","0","0","6","0","0","1","1","0","0","1","26","34","3","3","3","3","5","0","5","0","5","8","0","5","0","26","34","3","3","3","3","5","0","5","0","5","8","0","5","0","0","0","13","0","4","0","0","3","0","0","0","1","13","0","0","0","0","0","0","0","0"
"L540","EmptyEvent","org.eclipse.sed.ifl.util.event.core.EmptyEvent","L4032","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\util\event\core\EmptyEvent.java","3","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"L4037","ListenerCollection<TEvent extends Object, TListener extends IListener<TEvent>>","org.eclipse.sed.ifl.util.event.core.ListenerCollection","L4032","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\util\event\core\ListenerCollection.java","10","1","37","2","0","0","0","0","0","0","0","0","1","1","1","4","2","28","40","1","4","0","0","0","0","0","4","0","0","2","2","1","1","1","23","28","1","0","1","0","3","0","3","0","3","8","0","3","0","23","28","1","0","1","0","3","0","3","0","3","8","0","3","0","0","0","9","0","3","0","0","2","0","0","0","1","9","0","0","0","0","0","0","0","0"
