"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Inheritance Metric Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L208","NonGenericListenerCollection<TEvent extends Object>","org.eclipse.sed.ifl.util.event.core.NonGenericListenerCollection","L4032","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\util\event\core\NonGenericListenerCollection.java","6","1","10","2","0","0","0","0","0","0","0","0","0","0","0","0","3","23","0","0","0","0","0","0","0","0","1","0","0","3","4","0","0","2","4","5","1","0","0","0","0","0","0","0","3","0","0","3","0","4","5","1","0","0","0","0","0","0","0","3","0","0","3","0","0","0","4","0","1","0","0","1","0","0","0","0","3","0","0","1","0","0","0","0","0"
"L4747","SessionView$1","org.eclipse.sed.ifl.view.SessionView$1","L4731","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\view\SessionView.java","68","39","92","4","0","0","0","0","0","0","0","0","5","1","1","6","2","0","0","1","6","0","0","0","0","0","6","0","0","0","0","0","0","0","21","25","0","0","0","0","5","0","5","0","5","3","0","5","0","21","25","0","0","0","0","5","0","5","0","5","3","0","5","0","0","0","14","1","4","1","0","0","1","0","0","0","13","4","0","0","0","0","0","0","0"
"L4807","SampleView$1","org.eclipse.sed.ifl.views.SampleView$1","L4801","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\views\SampleView.java","100","47","104","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L4821","SampleView$2","org.eclipse.sed.ifl.views.SampleView$2","L4799","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\views\SampleView.java","135","26","139","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L4825","SampleView$3","org.eclipse.sed.ifl.views.SampleView$3","L4799","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\views\SampleView.java","145","26","149","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L4828","SampleView$4","org.eclipse.sed.ifl.views.SampleView$4","L4799","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\views\SampleView.java","154","36","160","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L4830","SampleView$5","org.eclipse.sed.ifl.views.SampleView$5","L4803","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\views\SampleView.java","164","60","168","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L2670","FilterPart$1","org.eclipse.sed.ifl.ide.gui.FilterPart$1","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","201","64","216","4","1","1","1","1","1","1","16","12","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","12","16","0","0","0","0","2","0","2","0","2","4","0","2","0","12","16","0","0","0","0","2","0","2","0","2","4","0","2","0","0","0","23","0","1","0","15","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2678","FilterPart$2","org.eclipse.sed.ifl.ide.gui.FilterPart$2","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","232","58","243","4","1","3","3","3","1","1","12","9","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","23","0","1","0","15","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2683","FilterPart$3","org.eclipse.sed.ifl.ide.gui.FilterPart$3","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","249","68","260","4","1","4","4","4","1","1","12","9","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","23","0","1","0","15","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2688","FilterPart$4","org.eclipse.sed.ifl.ide.gui.FilterPart$4","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","267","69","278","4","1","3","3","3","1","1","12","9","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","23","0","1","0","15","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2693","FilterPart$5","org.eclipse.sed.ifl.ide.gui.FilterPart$5","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","285","67","302","4","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","2","4","0","0.0666667","1","0","0","3","0.0666667","1","0","0","0","0","0","14","18","0","0","0","0","2","0","2","0","2","6","0","2","0","14","18","0","0","0","0","2","0","2","0","2","6","0","2","0","0","0","6","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0"
"L2698","FilterPart$6","org.eclipse.sed.ifl.ide.gui.FilterPart$6","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","309","68","325","6","1","1","1","1","1","1","17","11","2","0","0","2","1","0","0","2","4","0","0.0833333","1","0","0","3","0.0833333","1","0","0","0","0","0","11","17","0","0","0","0","2","0","2","0","2","3","0","2","0","11","17","0","0","0","0","2","0","2","0","2","3","0","2","0","0","0","21","0","0","0","15","0","1","0","0","0","5","0","0","0","0","0","0","0","0"
"L2703","FilterPart$7","org.eclipse.sed.ifl.ide.gui.FilterPart$7","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","330","55","341","4","0","0","0","0","0","0","0","0","1","1","1","2","1","0","0","4","5","0","0","0","0","0","2","0","0","0","0","0","0","0","11","12","0","0","0","0","1","0","1","0","1","5","0","1","0","11","12","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L2712","FilterPart$8","org.eclipse.sed.ifl.ide.gui.FilterPart$8","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","346","61","360","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","4","6","0","0","0","0","0","3","0","0","0","0","0","0","0","12","15","0","0","0","0","2","0","2","0","2","4","0","2","0","12","15","0","0","0","0","2","0","2","0","2","4","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2718","FilterPart$9","org.eclipse.sed.ifl.ide.gui.FilterPart$9","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","373","54","386","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","3","5","0","0","0","0","0","3","0","0","0","0","0","0","0","11","14","0","0","0","0","2","0","2","0","2","3","0","2","0","11","14","0","0","0","0","2","0","2","0","2","3","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2725","FilterPart$10","org.eclipse.sed.ifl.ide.gui.FilterPart$10","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","396","68","411","4","1","1","1","1","1","1","16","12","2","0","0","2","2","0","0","2","4","0","0.0769231","1","0","0","3","0.0769231","1","0","0","0","0","0","12","16","0","0","0","0","2","0","2","0","2","4","0","2","0","12","16","0","0","0","0","2","0","2","0","2","4","0","2","0","0","0","21","0","0","0","15","0","1","0","0","0","5","0","0","0","0","0","0","0","0"
"L2730","FilterPart$11","org.eclipse.sed.ifl.ide.gui.FilterPart$11","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","421","66","436","4","1","1","1","1","1","1","16","11","2","0","0","2","1","0","0","2","4","0","0.0833333","1","0","0","3","0.0833333","1","0","0","0","0","0","11","16","0","0","0","0","2","0","2","0","2","3","0","2","0","11","16","0","0","0","0","2","0","2","0","2","3","0","2","0","0","0","21","0","0","0","15","0","1","0","0","0","5","0","0","0","0","0","0","0","0"
"L2737","FilterPart$12","org.eclipse.sed.ifl.ide.gui.FilterPart$12","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","442","67","457","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","2","4","0","0.0833333","1","0","0","3","0.0833333","1","0","0","0","0","0","11","16","0","0","0","0","2","0","2","0","2","3","0","2","0","11","16","0","0","0","0","2","0","2","0","2","3","0","2","0","0","0","6","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0"
"L2745","FilterPart$13","org.eclipse.sed.ifl.ide.gui.FilterPart$13","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","469","57","477","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","7","9","0","0","0","0","1","0","1","0","1","2","0","1","0","7","9","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L2749","FilterPart$14","org.eclipse.sed.ifl.ide.gui.FilterPart$14","L2662","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\FilterPart.java","483","70","497","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","1","3","0","0.0909091","1","0","0","3","0.0909091","1","0","0","0","0","0","10","15","0","0","0","0","2","0","2","0","2","2","0","2","0","10","15","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","6","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0"
"L2874","MainPart$1","org.eclipse.sed.ifl.ide.gui.MainPart$1","L2868","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\MainPart.java","73","47","77","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L2907","MainPart$2","org.eclipse.sed.ifl.ide.gui.MainPart$2","L2866","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\MainPart.java","131","34","148","4","1","2","2","2","1","1","18","16","1","0","0","3","3","0","0","2","5","0","0","0","0","0","4","0","0","0","0","0","0","0","16","18","0","2","0","2","3","0","3","0","3","4","0","3","0","16","18","0","2","0","2","3","0","3","0","3","4","0","3","0","0","0","29","0","0","0","20","0","0","0","0","0","9","0","0","0","0","0","0","0","0"
"L2911","MainPart$3","org.eclipse.sed.ifl.ide.gui.MainPart$3","L2866","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\MainPart.java","149","38","172","4","0.396552","1","1","1","0.416667","0.428571","10","9","1","0","0","5","3","0","0","2","6","0","0","0","0","0","5","0","0","0","0","0","0","0","21","24","0","3","0","3","4","0","4","0","4","5","0","4","0","21","24","0","3","0","3","4","0","4","0","4","5","0","4","0","0","0","26","1","0","1","15","0","0","0","0","0","11","0","0","0","0","0","0","0","0"
"L2916","MainPart$4","org.eclipse.sed.ifl.ide.gui.MainPart$4","L2866","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\MainPart.java","174","41","191","4","1","2","2","2","1","1","18","16","1","0","0","3","3","0","0","2","5","0","0","0","0","0","4","0","0","0","0","0","0","0","16","18","0","2","0","2","3","0","3","0","3","4","0","3","0","16","18","0","2","0","2","3","0","3","0","3","4","0","3","0","0","0","29","0","0","0","20","0","0","0","0","0","9","0","0","0","0","0","0","0","0"
"L3011","ScoreListUI$1","org.eclipse.sed.ifl.ide.gui.ScoreListUI$1","L2995","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\ScoreListUI.java","197","63","209","4","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","9","13","0","0","0","0","2","0","2","0","2","1","0","2","0","9","13","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L3035","ScoreListUI$2","org.eclipse.sed.ifl.ide.gui.ScoreListUI$2","L3033","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\ScoreListUI.java","247","4","288","5","0","0","0","0","0","0","0","0","1","5","5","7","8","0","0","10","11","0","0.232558","10","0","0","2","0.232558","10","0","0","0","0","0","33","42","0","0","0","0","1","0","1","0","1","20","0","1","0","33","42","0","0","0","0","1","0","1","0","1","20","0","1","0","0","0","5","2","0","1","0","0","0","2","0","0","3","0","1","0","0","0","0","0","0"
"L3100","ScoreListUI$3","org.eclipse.sed.ifl.ide.gui.ScoreListUI$3","L3093","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\ScoreListUI.java","453","43","471","4","0","0","0","0","0","0","0","0","2","3","3","5","3","0","0","2","4","0","0","0","0","0","3","0","0","0","0","0","0","0","17","19","0","0","0","0","2","0","2","0","2","7","0","2","0","17","19","0","0","0","0","2","0","2","0","2","7","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L3107","ScoreListUI$4","org.eclipse.sed.ifl.ide.gui.ScoreListUI$4","L3093","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\ScoreListUI.java","474","60","490","4","0","0","0","0","0","0","0","0","2","3","3","5","4","0","0","3","5","0","0","0","0","0","3","0","0","0","0","0","0","0","15","17","0","0","0","0","2","0","2","0","2","5","0","2","0","15","17","0","0","0","0","2","0","2","0","2","5","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L3114","ScoreListUI$5","org.eclipse.sed.ifl.ide.gui.ScoreListUI$5","L3091","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\ScoreListUI.java","506","67","515","4","1","2","2","2","1","1","10","8","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","8","10","0","0","0","0","2","0","2","0","2","1","0","2","0","8","10","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","23","0","1","0","15","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L3120","ScoreListUI$6","org.eclipse.sed.ifl.ide.gui.ScoreListUI$6","L3091","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\ScoreListUI.java","519","66","531","4","1","2","2","2","1","1","13","9","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","9","13","0","0","0","0","2","0","2","0","2","1","0","2","0","9","13","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","23","0","1","0","15","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L3133","ScoreListUI$7","org.eclipse.sed.ifl.ide.gui.ScoreListUI$7","L3097","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\ScoreListUI.java","544","54","578","5","0","0","0","0","0","0","0","0","2","5","5","7","7","0","0","7","9","0","0","0","0","0","3","0","0","0","0","0","0","0","31","35","0","0","0","0","2","0","2","0","2","13","0","2","0","31","35","0","0","0","0","2","0","2","0","2","13","0","2","0","0","0","10","0","2","0","0","0","1","2","0","1","7","1","0","0","0","0","0","0","0"
"L3225","IFLPreferencePage$1","org.eclipse.sed.ifl.ide.preferences.IFLPreferencePage$1","L3219","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\preferences\IFLPreferencePage.java","95","63","108","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","10","14","0","0","0","0","2","0","2","0","2","2","0","2","0","10","14","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L3238","IFLPreferencePage$2","org.eclipse.sed.ifl.ide.preferences.IFLPreferencePage$2","L3219","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\preferences\IFLPreferencePage.java","129","57","144","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","1","3","0","0.0833333","1","0","0","3","0.0833333","1","0","0","0","0","0","11","16","0","0","0","0","2","0","2","0","2","3","0","2","0","11","16","0","0","0","0","2","0","2","0","2","3","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L3247","IFLPreferencePage$3","org.eclipse.sed.ifl.ide.preferences.IFLPreferencePage$3","L3219","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\preferences\IFLPreferencePage.java","151","62","169","4","0","0","0","0","0","0","0","0","2","1","1","3","2","0","0","2","4","0","0","0","0","0","3","0","0","0","0","0","0","0","15","19","0","0","0","0","2","0","2","0","2","5","0","2","0","15","19","0","0","0","0","2","0","2","0","2","5","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L1986","ContextBasedOptionCreatorDialog$1","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog$1","L1982","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","40","72","55","4","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","1","3","0","0.0833333","1","0","0","3","0.0833333","1","0","0","0","0","0","11","16","0","0","0","0","2","0","2","0","2","3","0","2","0","11","16","0","0","0","0","2","0","2","0","2","3","0","2","0","0","0","6","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0"
"L1995","ContextBasedOptionCreatorDialog$2","org.eclipse.sed.ifl.ide.gui.dialogs.ContextBasedOptionCreatorDialog$2","L1982","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\ContextBasedOptionCreatorDialog.java","56","76","70","4","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","1","3","0","0.0909091","1","0","0","3","0.0909091","1","0","0","0","0","0","10","15","0","0","0","0","2","0","2","0","2","2","0","2","0","10","15","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","6","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0"
"L2047","CustomInputDialog$1","org.eclipse.sed.ifl.ide.gui.dialogs.CustomInputDialog$1","L2044","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\dialogs\CustomInputDialog.java","96","48","103","5","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","8","0","0","0","0","1","0","1","0","1","2","0","1","0","6","8","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0"
"L2102","CardHolderComposite$1","org.eclipse.sed.ifl.ide.gui.element.CardHolderComposite$1","L2097","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CardHolderComposite.java","61","53","72","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","9","12","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
"L2109","CardHolderComposite$2","org.eclipse.sed.ifl.ide.gui.element.CardHolderComposite$2","L2097","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CardHolderComposite.java","76","57","88","4","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","9","13","0","0","0","0","2","0","2","0","2","1","0","2","0","9","13","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","8","0","1","0","0","0","1","0","0","0","7","1","0","0","0","0","0","0","0"
