"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L4858","ImageDescriptor getImageDescriptor(Class<?> clazz, String path)","org.eclipse.wb.swt.ResourceManager.getImageDescriptor(LClass;LString;)LImageDescriptor;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","62","2","64","3","0","0","0","0","0","0","0","0","37.9742","8.33333","462.555","59.8102","15","13","25.6975","55.5066","132.087","77.2437","163.842","95.8139","1","0","0","0","0","0.769231","10","10","0.769231","10","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4868","ImageDescriptor getImageDescriptor(String path)","org.eclipse.wb.swt.ResourceManager.getImageDescriptor(LString;)LImageDescriptor;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","72","2","78","3","0","0","0","0","0","0","0","0","72","10","1166.92","110.839","27","20","64.8289","116.692","114.267","66.8226","133.811","78.2522","2","1","1","0","0","0.5","7","7","0.5","7","7","7","3","1","7","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4876","Image getImage(ImageDescriptor descriptor)","org.eclipse.wb.swt.ResourceManager.getImage(LImageDescriptor;)LImage;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","86","2","96","3","0","0","0","0","0","0","0","0","67.7572","14.8571","2761.09","196.813","43","20","153.394","185.843","104.295","60.991","116.203","67.9552","3","1","1","1","0","0.388889","7","7","0.388889","7","11","11","7","1","11","11","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4888","Image decorateImage(Image baseImage, Image decorator)","org.eclipse.wb.swt.ResourceManager.decorateImage(LImage;LImage;)LImage;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","111","2","113","3","0","0","0","0","0","0","0","0","27.6515","5.25","272.43","42.0246","15","11","15.135","51.8915","132.437","77.4485","164.16","96","1","0","0","0","1","0.75","9","9","0.75","9","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4892","Image decorateImage(Image baseImage, Image decorator, int corner)","org.eclipse.wb.swt.ResourceManager.decorateImage(LImage;LImage;I)LImage;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","125","2","169","3","0.352459","1","4","1","0.333333","0.325581","15","14","203.441","34.5","30315","972.237","160","45","1684.17","878.696","81.591","47.714","81.6135","47.7272","6","1","1","1","0","0.333333","13","11","0.232143","13","26","28","19","3","43","45","29","0","0","14","0","2","0","6","2","0","0","0","8","0","0","0","0","0","0","0"
"L4920","void disposeImages()","org.eclipse.wb.swt.ResourceManager.disposeImages()V","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","173","2","202","3","0.477612","1","5","1","0.4","0.444444","12","12","165.231","30.3333","20853.5","757.623","131","38","1158.53","687.479","82.0257","47.9682","74.0286","43.2916","7","4","4","1","1","0.181818","6","3","0.181818","6","27","30","21","0","27","30","21","0","0","9","0","3","3","6","0","1","0","0","2","0","0","0","0","0","0","0"
"L4956","Image getPluginImage(Object plugin, String name)","org.eclipse.wb.swt.ResourceManager.getPluginImage(LObject;LString;)LImage;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","233","2","244","3","0.896552","1","3","1","0.916667","0.909091","11","10","100.362","14.9286","2385.81","178.549","34","26","132.545","159.815","105.079","61.4498","121.185","70.8685","3","2","2","0","2","0.521739","12","11","0.521739","12","11","12","5","2","11","12","5","0","1","6","1","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0"
"L2070","Image getPluginImage(String symbolicName, String path)","org.eclipse.wb.swt.ResourceManager.getPluginImage(LString;LString;)LImage;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","254","2","264","3","0.962963","1","3","1","1","1","11","10","89.1384","13.3571","2020.99","159.849","33","24","112.277","151.304","106.908","62.5192","123.297","72.1033","3","2","2","14","2","0.5","10","9","0.5","10","10","11","5","2","10","11","5","0","1","6","1","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0"
"L4962","Image getPluginImageFromUrl(URL url)","org.eclipse.wb.swt.ResourceManager.getPluginImageFromUrl(LURL;)LImage;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","268","2","290","3","0","0","0","0","0","0","0","0","143.258","25.2","8974.28","431.85","70","34","498.571","356.122","90.2073","52.7528","86.2631","50.4462","4","4","4","2","1","0.192308","5","3","0.192308","5","21","23","12","1","21","23","12","0","2","3","2","1","1","0","0","1","0","0","2","0","4","0","0","0","0","0"
"L4984","ImageDescriptor getPluginImageDescriptor(Object plugin, String name)","org.eclipse.wb.swt.ResourceManager.getPluginImageDescriptor(LObject;LString;)LImageDescriptor;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","302","2","315","3","0","0","0","0","0","0","0","0","83.6515","11.4286","1654.33","139.878","32","23","91.9073","144.754","104.184","60.9265","119.853","70.0897","3","2","2","0","1","0.52","13","11","0.52","13","12","14","5","2","12","14","5","0","2","0","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"L4988","ImageDescriptor getPluginImageDescriptor(String symbolicName, String path)","org.eclipse.wb.swt.ResourceManager.getPluginImageDescriptor(LString;LString;)LImageDescriptor;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","325","2","335","3","0","0","0","0","0","0","0","0","89.1384","13.3571","1959.74","156.603","32","24","108.875","146.719","107.068","62.6128","123.527","72.2383","3","2","2","0","1","0.5","10","9","0.5","10","10","11","5","2","10","11","5","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L4970","URL getPluginImageURL(String symbolicName, String path)","org.eclipse.wb.swt.ResourceManager.getPluginImageURL(Ljava/lang/String;Ljava/lang/String;)Ljava/net/URL;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","339","2","353","3","0","0","0","0","0","0","0","0","77.303","13.125","2399.73","179.243","41","22","133.318","182.837","102.97","60.2163","112.151","65.5855","3","2","2","2","1","0.333333","6","3","0.333333","6","12","15","7","2","12","15","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4960","URL getPluginImageURL(Object plugin, String name)","org.eclipse.wb.swt.ResourceManager.getPluginImageURL(Ljava/lang/Object;Ljava/lang/String;)Ljava/net/URL;","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","364","2","400","3","0","0","0","0","0","0","0","0","359.215","27.2027","43350.6","1234.04","260","70","2408.37","1593.61","76.6371","44.817","79.2829","46.3643","4","2","2","2","0","0.482759","28","10","0.482759","28","30","37","23","2","30","37","23","0","1","0","2","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0"
"L5021","void dispose()","org.eclipse.wb.swt.ResourceManager.dispose()V","L4841","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\ResourceManager.java","410","2","414","3","0","0","0","0","0","0","0","0","24","4","164.836","30.0632","13","9","9.15756","41.209","125.36","73.31","152.581","89.2286","1","0","0","0","3","0.642857","9","9","0.642857","9","5","5","3","0","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2269","Color getColor(int systemColorID)","org.eclipse.wb.swt.SWTResourceManager.getColor(I)LColor;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","57","2","60","3","0","0","0","0","0","0","0","0","28.7549","6.66667","369.006","51.4465","16","11","20.5003","55.3509","127.441","74.5268","155.48","90.9241","1","0","0","19","0","0.636364","7","7","0.636364","7","4","4","2","1","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3040","Color getColor(int r, int g, int b)","org.eclipse.wb.swt.SWTResourceManager.getColor(III)LColor;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","72","2","74","3","0","0","0","0","0","0","0","0","36.5293","7.875","553.678","67.4277","19","13","30.7599","70.3084","130.857","76.5248","162.216","94.8629","1","0","0","2","1","0.785714","11","11","0.785714","11","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5046","Color getColor(RGB rgb)","org.eclipse.wb.swt.SWTResourceManager.getColor(LRGB;)LColor;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","82","2","90","3","0","0","0","0","0","0","0","0","68.8127","17.5","3176.62","216.094","42","20","176.479","181.521","107.898","63.0981","122.894","71.868","2","1","1","0","0","0.4375","7","7","0.4375","7","9","9","6","1","9","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5028","void disposeColors()","org.eclipse.wb.swt.SWTResourceManager.disposeColors()V","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","94","2","99","3","0","0","0","0","0","0","0","0","42.8086","9.16667","698.015","78.6883","20","14","38.7786","76.1471","118.984","69.5811","135.152","79.0365","2","1","1","2","0","0.333333","3","3","0.333333","3","6","6","3","0","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5058","Image getImage(InputStream stream)","org.eclipse.wb.swt.SWTResourceManager.getImage(LInputStream;)LImage;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","116","2","127","3","0","0","0","0","0","0","0","0","86.6683","23.4","4975.01","291.427","47","23","276.39","212.607","102.415","59.892","112.644","65.8739","2","2","2","2","0","0.368421","7","7","0.368421","7","12","12","7","1","12","12","7","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5061","Image getImage(String path)","org.eclipse.wb.swt.SWTResourceManager.getImage(LString;)LImage;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","135","2","147","3","0","0","0","0","0","0","0","0","113.617","33","8883.99","428.949","56","28","493.555","269.212","99.6612","58.2814","108.06","63.1928","3","2","2","0","2","0.35","7","7","0.35","7","13","13","8","1","13","13","8","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"L5073","Image getImage(Class<?> clazz, String path)","org.eclipse.wb.swt.SWTResourceManager.getImage(LClass;LString;)LImage;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","157","2","170","3","0","0","0","0","0","0","0","0","144.626","33.3333","12209.9","530.243","72","34","678.328","366.297","96.8594","56.6429","105.562","61.7319","3","2","2","0","2","0.391304","9","9","0.391304","9","14","14","9","2","14","14","9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L5071","Image getMissingImage()","org.eclipse.wb.swt.SWTResourceManager.getMissingImage()LImage;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","175","2","184","3","0","0","0","0","0","0","0","0","48.7291","11.6667","1820","149.067","39","16","101.111","156","110.824","64.8092","125.268","73.2559","1","0","0","2","1","0.384615","5","3","0.384615","5","8","10","6","0","8","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5091","Image decorateImage(Image baseImage, Image decorator)","org.eclipse.wb.swt.SWTResourceManager.decorateImage(LImage;LImage;)LImage;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","219","2","221","3","0","0","0","0","0","0","0","0","27.6515","5.25","272.43","42.0246","15","11","15.135","51.8915","132.437","77.4485","164.16","96","1","0","0","0","1","0.75","9","9","0.75","9","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5095","Image decorateImage(Image baseImage, Image decorator, int corner)","org.eclipse.wb.swt.SWTResourceManager.decorateImage(LImage;LImage;I)LImage;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","233","2","271","3","0.375546","1","4","1","0.384615","0.4","15","14","269.263","41.8889","54734.3","1441.58","225","56","3040.8","1306.65","73.7922","43.1533","69.2924","40.5219","10","5","2","1","0","0.3","15","11","0.3","15","35","39","28","3","35","39","28","0","0","6","0","2","0","6","2","0","0","0","0","0","0","0","0","0","0","0"
"L4922","void disposeImages()","org.eclipse.wb.swt.SWTResourceManager.disposeImages()V","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","275","2","296","3","0.744186","1","5","1","0.545455","0.6","12","12","119.658","22","8959.98","431.391","83","30","497.777","407.272","89.8398","52.5379","86.457","50.5597","6","4","4","2","0","0.2","5","3","0.2","5","20","22","14","0","20","22","14","0","0","9","0","1","1","6","0","1","0","0","2","0","0","0","0","0","0","0"
"L2934","Font getFont(String name, int height, int style)","org.eclipse.wb.swt.SWTResourceManager.getFont(LString;II)LFont;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","321","2","323","3","0","0","0","0","0","0","0","0","44.0391","6.75","501.059","63.085","19","15","27.8366","74.2309","130.575","76.3597","161.808","94.6247","1","0","0","1","1","0.785714","11","11","0.785714","11","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5116","Font getFont(String name, int size, int style, boolean strikeout, boolean underline)","org.eclipse.wb.swt.SWTResourceManager.getFont(LString;IIZZ)LFont;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","340","2","365","3","0","0","0","0","0","0","0","0","346.628","36.7333","37119.7","1112.76","166","68","2062.21","1010.52","80.1741","46.8854","83.8892","49.058","9","5","5","1","0","0.446809","21","16","0.446809","21","26","26","17","5","26","26","17","0","0","1","2","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0"
"L5133","Font getBoldFont(Font baseFont)","org.eclipse.wb.swt.SWTResourceManager.getBoldFont(LFont;)LFont;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","373","2","382","3","0","0","0","0","0","0","0","0","88","19","4791.29","284.207","55","24","266.183","252.173","104.482","61.1003","117.151","68.5095","2","1","1","0","0","0.411765","7","7","0.411765","7","10","10","7","1","10","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5030","void disposeFonts()","org.eclipse.wb.swt.SWTResourceManager.disposeFonts()V","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","386","2","397","3","0","0","0","0","0","0","0","0","49.6634","9.9","1425.6","126.667","36","16","79.2","144","107.165","62.6696","118.204","69.125","3","1","1","2","0","0.333333","5","3","0.333333","5","10","12","6","0","10","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5148","Cursor getCursor(int id)","org.eclipse.wb.swt.SWTResourceManager.getCursor(I)LCursor;","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","414","2","422","3","0","0","0","0","0","0","0","0","90.5684","22.5","4745.44","282.391","46","24","263.635","210.908","107.118","62.6418","121.769","71.2097","2","1","1","0","0","0.4375","7","7","0.4375","7","9","9","6","1","9","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5154","void disposeCursors()","org.eclipse.wb.swt.SWTResourceManager.disposeCursors()V","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","426","2","431","3","0","0","0","0","0","0","0","0","42.8086","9.16667","698.015","78.6883","20","14","38.7786","76.1471","118.984","69.5811","135.152","79.0365","2","1","1","1","0","0.333333","3","3","0.333333","3","6","6","3","0","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5156","void dispose()","org.eclipse.wb.swt.SWTResourceManager.dispose()V","L4843","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\wb\swt\SWTResourceManager.java","441","2","446","3","0","0","0","0","0","0","0","0","28.5293","4.5","239.179","38.5314","16","10","13.2877","53.1508","121.083","70.8089","145.689","85.1983","1","0","0","0","4","0.6","9","9","0.6","9","6","6","4","0","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L257","TView getView()","org.eclipse.sed.ifl.control.Control.getView()Lorg/eclipse/sed/ifl/view/IView;","L238","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\Control.java","11","2","13","3","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","26","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L259","void setView(TView view)","org.eclipse.sed.ifl.control.Control.setView(Lorg/eclipse/sed/ifl/view/IView;)V","L238","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\Control.java","15","2","17","3","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","4","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L261","void init()","org.eclipse.sed.ifl.control.Control.init()V","L238","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\Control.java","21","2","30","3","0","0","0","0","0","0","0","0","68.7549","10.6667","1132.78","108.667","25","19","62.9323","106.198","112.593","65.8441","118.876","69.5183","2","1","1","6","2","0.2","2","0","0.2","2","8","10","4","0","8","10","4","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L274","void teardown()","org.eclipse.sed.ifl.control.Control.teardown()V","L238","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\Control.java","32","2","36","3","0","0","0","0","0","0","0","0","30.5293","4.5","217.944","36.2157","14","11","12.108","48.432","124.52","72.8189","104.046","60.8455","1","0","0","6","2","0","0","0","0","0","5","5","2","0","5","5","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L580","void setView(TView view)","org.eclipse.sed.ifl.control.IControl.setView(Lorg/eclipse/sed/ifl/view/IView;)V","L247","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\IControl.java","8","2","8","27","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L587","void setModel(TModel model)","org.eclipse.sed.ifl.control.IViewlessControl.setModel(Lorg/eclipse/sed/ifl/model/IModel;)V","L574","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\IViewlessControl.java","7","2","7","30","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L333","void setModel(TModel model)","org.eclipse.sed.ifl.control.ViewlessControl.setModel(Lorg/eclipse/sed/ifl/model/IModel;)V","L240","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ViewlessControl.java","9","2","12","3","0","0","0","0","0","0","0","0","28.7549","5.33333","221.404","36.5979","12","11","12.3002","41.5132","128.937","75.4016","110.417","64.5716","1","0","0","6","0","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L525","TModel getModel()","org.eclipse.sed.ifl.control.ViewlessControl.getModel()Lorg/eclipse/sed/ifl/model/IModel;","L240","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ViewlessControl.java","16","2","18","3","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","18","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L1730","Iterable<IViewlessControl<? extends IModel>> getSubControls()","org.eclipse.sed.ifl.control.ViewlessControl.getSubControls()Ljava/lang/Iterable;","L240","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ViewlessControl.java","22","2","24","3","0","0","0","0","0","0","0","0","26","4","146.165","27.7478","11","10","8.12027","36.5412","134.261","78.515","118.098","69.0632","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L328","void addSubControl(IViewlessControl<? extends IModel> control)","org.eclipse.sed.ifl.control.ViewlessControl.addSubControl(Lorg/eclipse/sed/ifl/control/IViewlessControl;)V","L240","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\control\ViewlessControl.java","26","2","28","3","0","0","0","0","0","0","0","0","37.9742","6.66667","345.374","49.2259","14","13","19.1875","51.8062","132.445","77.4535","115.479","67.5318","1","0","0","6","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
