"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L2267","String checkScore(Score score)","org.eclipse.sed.ifl.ide.gui.element.CodeElementUI.checkScore(Lorg/eclipse/sed/ifl/control/score/Score;)Ljava/lang/String;","L2144","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CodeElementUI.java","273","2","280","3","0","0","0","0","0","0","0","0","70.213","12","1763.35","145.957","34","20","97.9637","146.946","110.905","64.8566","84.5045","49.4178","2","1","1","1","2","0","0","0","0","0","8","8","4","1","8","8","4","0","0","2","0","2","0","0","0","0","0","0","2","0","0","2","0","0","0","0"
"L2260","Image checkLastAction(Monument<Score, IMethodDescription, IUserFeedback> lastAction)","org.eclipse.sed.ifl.ide.gui.element.CodeElementUI.checkLastAction(LMonument;)LImage;","L2144","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CodeElementUI.java","282","2","291","3","0","0","0","0","0","0","0","0","110.439","16.25","3593.5","234.609","46","28","199.639","221.138","106.641","62.3633","78.4554","45.8804","3","2","2","1","3","0","0","0","0","0","9","10","6","1","9","10","6","0","0","2","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0"
"L2279","boolean setFocus()","org.eclipse.sed.ifl.ide.gui.element.CodeElementUI.setFocus()Z","L2144","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CodeElementUI.java","293","3","296","7","0","0","0","0","0","0","0","0","15.5098","3","58.9545","15.1476","7","7","3.27525","19.6515","132.826","77.6758","116.028","67.8525","1","0","0","0","0","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2162","void setChildrenBackgroundColor()","org.eclipse.sed.ifl.ide.gui.element.CodeElementUI.setChildrenBackgroundColor()V","L2144","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CodeElementUI.java","300","2","305","3","0","0","0","0","0","0","0","0","40.0537","8.25","518.987","64.5809","17","13","28.8326","62.9075","122.93","71.8892","131.41","76.8481","2","1","1","1","1","0.166667","1","1","0.166667","1","5","6","2","0","5","6","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2271","void dispatchMouseEventToParent(Control child)","org.eclipse.sed.ifl.ide.gui.element.CodeElementUI.dispatchMouseEventToParent(LControl;)V","L2144","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CodeElementUI.java","307","2","319","3","0.928571","1","2","1","0.846154","0.8","11","8","17.5098","4.5","148.5","28.0426","11","8","8.25","33","130.13","76.0995","112.139","65.5785","1","0","0","1","0","0","0","0","0","0","4","4","1","1","10","13","3","0","0","22","0","0","0","15","0","0","0","0","7","0","0","0","0","0","0","0"
"L2285","void highlightCard()","org.eclipse.sed.ifl.ide.gui.element.CodeElementUI.highlightCard()V","L2144","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CodeElementUI.java","321","2","323","3","0","0","0","0","0","0","0","0","24","4","139.477","26.8948","11","9","7.74871","34.8692","134.504","78.6574","118.449","69.2687","1","0","0","0","1","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2286","void resetHighlight()","org.eclipse.sed.ifl.ide.gui.element.CodeElementUI.resetHighlight()V","L2144","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\CodeElementUI.java","325","2","327","3","0","0","0","0","0","0","0","0","24","4","139.477","26.8948","11","9","7.74871","34.8692","134.504","78.6574","118.449","69.2687","1","0","0","0","1","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2299","int toScale(int value)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.toScale(I)I","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","59","2","61","3","0","0","0","0","0","0","0","0","16.3645","3.33333","100","21.5443","10","8","5.55556","30","135.286","79.1148","119.578","69.9285","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2301","int fromScale(int value)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.fromScale(I)I","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","63","2","65","3","0","0","0","0","0","0","0","0","16.3645","3.33333","100","21.5443","10","8","5.55556","30","135.286","79.1148","119.578","69.9285","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2303","void refreshView()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.refreshView()V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","67","2","79","3","0","0","0","0","0","0","0","0","117.303","7.875","2125.3","165.303","55","30","118.072","269.879","99.8784","58.4084","68.5968","40.1151","2","1","1","1","4","0","0","0","0","0","13","13","10","0","13","13","10","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2327","void setLowerLimit(double lowerLimit)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.setLowerLimit(D)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","84","2","86","3","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2330","void setUpperLimit(double upperLimit)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.setUpperLimit(D)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","88","2","90","3","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2340","void displayCurrentScoreDistribution(Map<IMethodDescription, Projection<Double>> subjects)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.displayCurrentScoreDistribution(Ljava/util/Map;)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","94","2","137","3","0","0","0","0","0","0","0","0","339.372","52.5","67274.1","1654.11","212","66","3737.45","1281.41","75.3068","44.0391","51.8546","30.3243","8","2","2","1","5","0.0571429","2","0","0.0571429","2","33","44","24","1","33","44","24","0","0","2","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0"
"L2375","void createGlyph(int color, int x, double y, IMethodDescription data)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.createGlyph(IIDLorg/eclipse/sed/ifl/model/source/IMethodDescription;)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","139","2","181","3","0.190476","1","2","1","0.255814","0.25641","11","10","128.816","19.7308","6708.46","355.698","68","32","372.692","340","98.9073","57.8405","67.094","39.2363","1","0","0","1","1","0","0","0","0","0","13","13","7","4","39","43","18","0","0","33","2","1","0","21","0","0","0","0","11","1","2","0","0","0","0","0"
"L2406","ScoreSetter()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.<init>()V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","186","2","188","3","0","0","0","0","0","0","0","0","11.6096","2.5","38.7744","11.4559","6","6","2.15414","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","1","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2407","ScoreSetter(Composite parent)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.<init>(LComposite;)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","193","2","422","3","0.178189","4","11","8","0.317391","0.24026","73","37","819.716","38.6082","178413","3169.22","656","132","9911.86","4621.12","49.5625","28.9839","15.3528","8.97822","3","1","1","1","1","0.0650406","8","3","0.0493827","8","115","180","105","1","154","230","118","0","0","75","0","4","0","42","0","0","0","0","25","4","0","0","0","0","0","5"
"L2450","void setTableContents(Map<IMethodDescription, Projection<Double>> subjects)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.setTableContents(Ljava/util/Map;)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","424","2","447","3","0","0","0","0","0","0","0","0","181.685","31.8214","19435.3","722.871","114","41","1079.74","610.761","91.0555","53.2488","55.9699","32.7309","3","1","1","1","3","0","0","0","0","0","17","24","13","1","17","24","13","0","0","2","0","2","0","0","0","0","0","0","2","0","0","2","0","0","0","0"
"L2453","void setColumnTitle(String title)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.setColumnTitle(Ljava/lang/String;)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","449","2","451","3","0","0","0","0","0","0","0","0","20.2647","4","139.477","26.8948","11","9","7.74871","34.8692","134.504","78.6574","118.449","69.2687","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2455","void setTitle(String title)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.setTitle(Ljava/lang/String;)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","453","2","455","3","0","0","0","0","0","0","0","0","20.2647","4","139.477","26.8948","11","9","7.74871","34.8692","134.504","78.6574","118.449","69.2687","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2458","INonGenericListenerCollection<Integer> eventDeltaPercentChanged()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.eventDeltaPercentChanged()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","466","2","468","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2461","INonGenericListenerCollection<Double> eventAbsoluteScoreSetted()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.eventAbsoluteScoreSetted()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","472","2","474","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2464","INonGenericListenerCollection<EmptyEvent> eventAbsoluteScoreSettingDisabled()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.eventAbsoluteScoreSettingDisabled()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","482","2","484","3","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2466","void displayDeltaPercent(Integer delta)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.displayDeltaPercent(Ljava/lang/Integer;)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","490","2","494","3","0","0","0","0","0","0","0","0","44.0391","6.75","659.288","75.7501","25","15","36.6271","97.6723","120.873","70.6858","141.72","82.8773","1","0","0","1","1","0.444444","4","4","0.444444","4","5","5","3","1","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2470","void activatePreset(int presetValue)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.activatePreset(I)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","496","2","503","3","0","0","0","0","0","0","0","0","63.6155","11.9167","1619.88","137.929","32","19","89.9931","135.934","111.08","64.9589","84.8588","49.6251","3","1","1","0","0","0","0","0","0","0","8","8","4","1","8","8","4","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2474","void disableRelativeScoreSetting()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.disableRelativeScoreSetting()V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","505","2","507","3","0","0","0","0","0","0","0","0","24.4064","3.5","116.267","23.8217","10","10","6.4593","33.2193","134.756","78.8048","118.813","69.4813","1","0","0","0","1","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2475","void enableRelativeScoreSetting()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.enableRelativeScoreSetting()V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","509","2","511","3","0","0","0","0","0","0","0","0","24.4064","3.5","116.267","23.8217","10","10","6.4593","33.2193","134.756","78.8048","118.813","69.4813","1","0","0","0","1","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2321","Relativeable<Defineable<Double>> createRelativeableValue()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.createRelativeableValue()Lorg/eclipse/sed/ifl/util/wrapper/Relativeable;","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","514","2","533","3","0","0","0","0","0","0","0","0","147.061","21.0833","11463.1","508.395","106","35","636.839","543.704","90.2743","52.792","55.0465","32.1909","5","3","2","2","4","0","0","0","0","0","18","20","12","0","18","20","12","0","0","2","0","4","0","0","4","0","0","0","2","0","0","0","0","0","0","0"
"L2479","INonGenericListenerCollection<Relativeable<Defineable<Double>>> eventCollectRelativeableValue()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.eventCollectRelativeableValue()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","537","2","539","3","0","0","0","0","0","0","0","0","26","4","159.453","29.405","12","10","8.85847","39.8631","133.808","78.2504","117.445","68.6815","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2480","void invokeRelativeableCollection()","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.invokeRelativeableCollection()V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","541","2","543","3","0","0","0","0","0","0","0","0","21.6515","3.5","110.947","23.0893","10","9","6.16374","31.6992","135","78.9472","119.164","69.6868","1","0","0","1","2","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2323","void refreshUpdatedScoresColumn(Relativeable<Defineable<Double>> value)","org.eclipse.sed.ifl.ide.gui.element.ScoreSetter.refreshUpdatedScoresColumn(Lorg/eclipse/sed/ifl/util/wrapper/Relativeable;)V","L2287","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\ScoreSetter.java","545","2","559","3","0","0","0","0","0","0","0","0","194.184","30.0357","15809.2","629.903","97","43","878.29","526.348","93.1666","54.4834","59.321","34.6907","6","3","3","1","4","0","0","0","0","0","15","15","9","1","15","15","9","0","0","2","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0"
"L2493","Entry<IMethodDescription, Score> getOriginData()","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI.getOriginData()Ljava/util/Map$Entry;","L2486","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","45","2","47","3","0","0","0","0","0","0","0","0","21.6515","3.5","99.8526","21.5232","9","9","5.54737","28.5293","135.548","79.2676","119.955","70.149","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2495","SelectedElementUI(Composite parent, int style, CodeElementUI origin)","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI.<init>(LComposite;ILCodeElementUI;)V","L2486","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","54","2","152","3","0","0","0","0","0","0","0","0","392.942","25.5357","40877.7","1186.66","257","75","2270.99","1600.81","69.689","40.7538","48.56","28.3977","4","3","2","1","5","0.0980392","5","5","0.0625","5","46","60","37","3","75","99","45","0","0","30","0","2","0","0","0","0","0","0","28","2","0","0","0","0","0","0"
"L2531","void dispatchMouseEventToParent(Control child)","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI.dispatchMouseEventToParent(LControl;)V","L2486","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","154","2","184","3","0.39","1","2","1","0.354839","0.363636","11","8","17.5098","7.5","517.5","64.4575","23","8","28.75","69","115.066","67.2899","90.4057","52.8688","1","0","0","1","0","0","0","0","0","0","8","8","3","1","22","31","7","0","0","32","0","0","0","15","0","0","0","0","17","0","0","0","0","0","0","0"
"L2543","void checkSubclass()","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI.checkSubclass()V","L2486","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","186","2","189","3","0","0","0","0","0","0","0","0","4.75489","1.5","12","5.24148","4","4","0.666667","8","142.159","83.1341","164.465","96.1784","1","0","0","0","0","0.25","1","0","0.25","1","3","4","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2544","boolean setFocus()","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI.setFocus()Z","L2486","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","191","2","193","3","0","0","0","0","0","0","0","0","15.5098","3","58.9545","15.1476","7","7","3.27525","19.6515","137.486","80.4012","122.751","71.7845","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2545","void originChanged(Entry<IMethodDescription, Score> origin)","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI.originChanged(Ljava/util/Map$Entry;)V","L2486","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","195","2","199","3","0","0","0","0","0","0","0","0","84.9966","12.75","2595.39","188.858","45","23","144.189","203.56","117.054","68.4527","93.2743","54.5464","1","0","0","1","3","0","0","0","0","0","5","5","3","1","5","5","3","0","0","2","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0"
"L2550","INonGenericListenerCollection<Entry<IMethodDescription, Score>> eventSelectedRemoved()","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI.eventSelectedRemoved()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L2486","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","203","2","205","3","0","0","0","0","0","0","0","0","26","4","146.165","27.7478","11","10","8.12027","36.5412","134.261","78.515","118.098","69.0632","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2554","INonGenericListenerCollection<Entry<IMethodDescription, Score>> eventShowSelectedCard()","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI.eventShowSelectedCard()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L2486","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","209","2","211","3","0","0","0","0","0","0","0","0","26","4","146.165","27.7478","11","10","8.12027","36.5412","134.261","78.515","118.098","69.0632","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2555","INonGenericListenerCollection<Entry<IMethodDescription, Score>> eventHiglightOriginCard()","org.eclipse.sed.ifl.ide.gui.element.SelectedElementUI.eventHiglightOriginCard()Lorg/eclipse/sed/ifl/util/event/INonGenericListenerCollection;","L2486","L103","H:\project\clone class classification\SourceMeter-9.2.0-x64-Windows\Java\Demo\iFL4Eclipse\org.eclipse.sed.ifl.root\bundles\org.eclipse.sed.ifl\src\org\eclipse\sed\ifl\ide\gui\element\SelectedElementUI.java","215","2","217","3","0","0","0","0","0","0","0","0","26","4","146.165","27.7478","11","10","8.12027","36.5412","134.261","78.515","118.098","69.0632","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
